,Unnamed: 0,Codigo,Nombre,Barrio,Comuna,Población,Departamento,Dirección,Street,Number,Street_Type,Street_Number,Number_partA,Number_partB,Dirección Geo,latitude,longitude
745,745,20003590,Tienda Mixta,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,AV  6 OESTE # 17-93,AV  6 OESTE , 17-93,AV, 6 OESTE , 17,93,AV 6OESTE #17-93,3.4534337999999996,-76.5671375
746,746,20003592,Tienda Mixta,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,AV 6 OESTE # 14-52,AV 6 OESTE , 14-52,AV,6 OESTE , 14,52,AV 6OESTE #14-52,3.4543896000000003,-76.5578998
747,747,20003622,Tienda Mixta,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,AV 6 OESTE # 19 - 81,AV 6 OESTE , 19 - 81,AV,6 OESTE , 19 , 81,AV 6OESTE #19- 81,3.4534334,-76.56066379999999
748,748,20003640,Tienda Mixta,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,AV 7 B OESTE # 19 - 19,AV 7 B OESTE , 19 - 19,AV,7 B OESTE , 19 , 19,AV 7BOESTE #19- 19,3.4542134,-76.5614928
749,749,20003642,Tienda Mixta,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,AV 8 OESTE # 19 - 53,AV 8 OESTE , 19 - 53,AV,8 OESTE , 19 , 53,AV 8OESTE #19- 53,3.4552199999999997,-76.5604913
750,750,20003645,Tienda Mixta,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,AV 4 AOESTE # 22 B - 86,AV 4 AOESTE , 22 B - 86,AV,4 AOESTE , 22 B , 86,AV 4AOESTE #22B- 86,3.4519152,-76.5639802
751,751,20003859,Tienda Mixta,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,AV 4 A OESTE # 23 A - 01,AV 4 A OESTE , 23 A - 01,AV,4 A OESTE , 23 A , 01,AV 4AOESTE #23A- 01,3.4523507000000007,-76.56749239999998
752,752,20003861,Tienda Mixta Luz,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,AV 4 A OESTE # 19 - 64,AV 4 A OESTE , 19 - 64,AV,4 A OESTE , 19 , 64,AV 4AOESTE #19- 64,3.4525977,-76.5605853
753,753,20003857,La Tiendita,Terron Colorado,COMUNA 1,Cali,Valle del Cauca,CL 26 OESTE # 4 A - 25,CL 26 OESTE , 4 A - 25,CL,26 OESTE , 4 A , 25,CL 26OESTE #4A- 25,3.4528417,-76.5696935
754,754,20003856,Tienda Mixt,Barrio Terron Colorado I,Comuna 1,Cali,Not Specified,AV 7 A #19 A - 99,AV 7 A ,19 A - 99,AV,7 A ,19 A , 99,AV 7A #19A- 99,,
755,755,20003674,Variedades Nuri,Barrio Terron Colorado I,COMUNA 2,Cali,Valle del Cauca,AV 5 A # 9 - 53,AV 5 A , 9 - 53,AV,5 A , 9 , 53,AV 5A #9- 53,3.4612879,-76.5297693
756,756,20003632,Tienda Mixta,Not Specified,COMUNA 1,Cali,Valle del Cauca,CL 19 BIS # 7 B - 8,CL 19 BIS , 7 B - 8,CL,19 BIS , 7 B , 8,CL 19BIS #7B- 8,3.4558386,-76.56123769999998
757,757,20004374,La Exitosa,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,AV 7 OESTE # 19 - 60,AV 7 OESTE , 19 - 60,AV,7 OESTE , 19 , 60,AV 7OESTE #19- 60,3.4540540999999996,-76.55991359999999
758,758,20004375,Tienda Mixta Laura,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,CL 19 OESTE # 8 A BIS - 68,CL 19 OESTE , 8 A BIS - 68,CL,19 OESTE , 8 A BIS , 68,CL 19OESTE #8ABIS- 68,3.4543459000000003,-76.5595955
759,759,20004378,Tienda Luz Dary,Barrio Terron Colorado I,COMUNA 1,Cali,Valle del Cauca,CL 21 B # 6 - 53,CL 21 B , 6 - 53,CL,21 B , 6 , 53,CL 21B #6- 53,3.4535108999999995,-76.56328859999998
760,760,20004451,Tienda Lina Isabel,Antonio Narino,COMUNA 16,Cali,Valle del Cauca,CL 37 # 34 - 10,CL 37 , 34 - 10,CL,37 , 34 , 10,CL 37 #34- 10,3.4199579,-76.5065848
762,762,20004390,Tienda Mixta,El Poblado Ii,COMUNA 13,Cali,Valle del Cauca,CL 72 W # 28 E 3 - 37,CL 72 W , 28 E 3 - 37,CL,72 W , 28 E 3 , 37,CL 72W #28E3- 37,3.4195976000000003,-76.4916681
763,763,20004407,Variedades Camilin,El Poblado Ii,COMUNA 15,Cali,Valle del Cauca,CR 28 D 2 # 72 Y - 02,CR 28 D 2 , 72 Y - 02,CR,28 D 2 , 72 Y , 02,CR 28D2 #72Y- 02,3.419243,-76.48863320000001
764,764,20004419,Tienda Mixta,El Poblado Ii,COMUNA 13,Cali,Valle del Cauca,CR 28 B 2 # 72 W - 91,CR 28 B 2 , 72 W - 91,CR,28 B 2 , 72 W , 91,CR 28B2 #72W- 91,3.4209281000000002,-76.49025
765,765,20004498,Tienda Mixta,El Poblado Ii,COMUNA 13,Cali,Valle del Cauca,CL 72 Z 2# 2 B 3 - 60,CL 72 Z 2, 2 B 3 - 60,CL,72 Z 2, 2 B 3 , 60,CL 72Z2 #2B3- 60,3.4186661,-76.49059009999998
766,766,20004519,Tienda Mixta,El Poblado Ii,COMUNA 13,Cali,Valle del Cauca,CR 28 # 72 Z - 94,CR 28 , 72 Z - 94,CR,28 , 72 Z , 94,CR 28 #72Z- 94,3.4207803,-76.49032120000001
767,767,20003621,Tienda Mixta Vargas,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CL 99 # 27 D - 101,CL 99 , 27 D - 101,CL,99 , 27 D , 101,CL 99 #27D- 101,3.4163367999999994,-76.480046
779,779,20004008,Tienda Detodito,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CL 86 # 27 B - 74,CL 86 , 27 B - 74,CL,86 , 27 B , 74,CL 86 #27B- 74,3.420009,-76.48265740000001
780,780,20004009,Tienda Paola,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CR 28 - 3 # 102 - 48,CR 28 - 3 , 102 - 48,CR,28 - 3 , 102 , 48,CR 28-3 #102- 48,3.414337,-76.47966269999998
781,781,20004010,Fruver Mercado Lili,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CL 99 # 27 D - 03,CL 99 , 27 D - 03,CL,99 , 27 D , 03,CL 99 #27D- 03,3.4169732,-76.47958
782,782,20004011,Tienda La Economia,Not Specified,COMUNA 14,Cali,Valle del Cauca,CL 99 #  27 D - 17,CL 99 ,  27 D - 17,CL,99 ,  27 D , 17,CL 99 #27D- 17,3.4168237,-76.4795846
783,783,20004014,Tienda La Garantia,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CR 27 D # 94 - 45,CR 27 D , 94 - 45,CR,27 D , 94 , 45,CR 27D #94- 45,3.4177701000000003,-76.48029489999998
787,787,20004165,Tienda La Gran Economia,Llano Verde,COMUNA 15,Cali,Valle del Cauca,CR 47 D # 56 C - 24,CR 47 D , 56 C - 24,CR,47 D , 56 C , 24,CR 47D #56C- 24,3.3929133,-76.50780340000001
788,788,20004171,Tienda Marlin,Llano Verde,COMUNA 16,Cali,Valle del Cauca,CR 46 B # 56 G - 03,CR 46 B , 56 G - 03,CR,46 B , 56 G , 03,CR 46B #56G- 03,3.4019502,-76.51254540000001
793,793,20004262,Minimarket Jfg,Not Specified,COMUNA 14,Cali,Valle del Cauca,CR 26 B # 77 - 89,CR 26 B , 77 - 89,CR,26 B , 77 , 89,CR 26B #77- 89,3.4366287000000004,-76.47759099999998
794,794,20004289,Tienda Mixta,Not Specified,COMUNA 14,Cali,Valle del Cauca,CR 26 P 17 # 103 A - 53,CR 26 P 17 , 103 A - 53,CR,26 P 17 , 103 A , 53,CR 26P17 #103A- 53,3.4183209000000003,-76.47324350000001
795,795,20004358,Tienda Mixta,Alirio Mora Beltran,COMUNA 14,Cali,Valle del Cauca,CL 79 # 26 C - 29,CL 79 , 26 C - 29,CL,79 , 26 C , 29,CL 79 #26C- 29,3.4369392999999997,-76.4782573
796,796,20004445,Variedades Meier,Llano Verde,COMUNA 15,Cali,Valle del Cauca,CL 56 I # 49 G - 19,CL 56 I , 49 G - 19,CL,56 I , 49 G , 19,CL 56I #49G- 19,3.3929133,-76.50780340000001
797,797,20004449,Tienda Mixta,Jose Manuel Marroquin 2,COMUNA 14,Cali,Valle del Cauca,CR 26 B 1 # 73 - 59,CR 26 B 1 , 73 - 59,CR,26 B 1 , 73 , 59,CR 26B1 #73- 59,3.4273606,-76.483933
798,798,20004602,Tienda Mixta,Rodeo,COMUNA 12,Cali,Valle del Cauca,CL 33 H # 25  - 26,CL 33 H , 25  - 26,CL,33 H , 25  , 26,CL 33H #25- 26,3.4350414,-76.5066801
800,800,20003495,Tienda Mixta Edilma,Not Specified,COMUNA 12,Cali,Valle del Cauca,CL 43 # 25 C - 24,CL 43 , 25 C - 24,CL,43 , 25 C , 24,CL 43 #25C- 24,3.4360023999999996,-76.50070029999998
801,801,20004288,Distri Market,Floralia,COMUNA 6,Cali,Valle del Cauca,CL 72 F # 3 A N - 87,CL 72 F , 3 A N - 87,CL,72 F , 3 A N , 87,CL 72F #3AN- 87,3.493817,-76.49475550000001
897,897,20007389,Las Margaritas,Brisas De Los Alamos,COMUNA 2,Cali,Valle del Cauca,CL 74BN#2-51,CL 74BN,2-51,CL,74BN,2,51,CL 74BN #2-51,3.4912822999999995,-76.50691069999998
944,944,20004206,Tienda Nueva Esperanza,Antonio Narino,COMUNA 13,Cali,Valle del Cauca,CR 36 # 38 - 89,CR 36 , 38 - 89,CR,36 , 38 , 89,CR 36 #38- 89,3.4142994,-76.50184240000002
953,953,20014856,Miscelánea Angela,Not Specified,COMUNA 10,Cali,Valle del Cauca,CRA 47A # 18 - 47,CRA 47A , 18 - 47,CRA,47A , 18 , 47,CRA 47A #18- 47,3.4087122,-76.52423909999999
958,958,20009963,Pañalera Sebas,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CL 82 # 27 - 65,CL 82 , 27 - 65,CL,82 , 27 , 65,CL 82 #27- 65,3.4213906,-76.4830618
965,965,20003546,Miscelánea J V,Aranjuez,COMUNA 9,Cali,Valle del Cauca,CR 23 # 17 - 44,CR 23 , 17 - 44,CR,23 , 17 , 44,CR 23 #17- 44,3.4358525999999996,-76.5229025
966,966,20003543,Tienda Emi,Aranjuez,COMUNA 9,Cali,Valle del Cauca,CR 21 # 15 B - 04,CR 21 , 15 B - 04,CR,21 , 15 B , 04,CR 21 #15B- 04,3.4379842000000003,-76.5250186
967,967,20003544,Tienda Jaime,Aranjuez,COMUNA 9,Cali,Valle del Cauca,CL 17 # 19 - 03,CL 17 , 19 - 03,CL,17 , 19 , 03,CL 17 #19- 03,3.4392617,-76.52330740000001
1015,1015,20013920,Miscelanea Charco Azul,Not Specified,COMUNA 4,Cali,Valle del Cauca,CL 72 D3#22B-34,CL 72 D3,22B-34,CL,72 D3,22B,34,CL 72D3 #22B-34,3.4626744,-76.5146122
1037,1037,20001880,Panaderia El Gustosito,Santamonica  Popular,COMUNA 8,Cali,Valle del Cauca,CR 17 C # 33 CBIS - 42,CR 17 C , 33 CBIS - 42,CR,17 C , 33 CBIS , 42,CR 17C #33CBIS- 42,3.4418754999999996,-76.5127839
1038,1038,20002814,Panaderia Emi,Rodeo,COMUNA 12,Cali,Valle del Cauca,CR 25 # 41 - 116,CR 25 , 41 - 116,CR,25 , 41 , 116,CR 25 #41- 116,3.4366959,-76.50212069999998
1039,1039,20003493,Tienda J.D,Ciudad Modelo,COMUNA 11,Cali,Valle del Cauca,CR 41 A # 31 B - 00,CR 41 A , 31 B - 00,CR,41 A , 31 B , 00,CR 41A #31B- 00,3.4167857,-76.51274409999998
1040,1040,20002868,Tienda Mixta,Prados De Oriente,COMUNA 11,Cali,Valle del Cauca,CR 24 A # 28 - 13,CR 24 A , 28 - 13,CR,24 A , 28 , 13,CR 24A #28- 13,3.4332366000000003,-76.5153157
1041,1041,20002823,Tienda Y Miscelanea El Rematazo,Asturias,COMUNA 12,Cali,Valle del Cauca,CR 24 C # 41 - 04,CR 24 C , 41 - 04,CR,24 C , 41 , 04,CR 24C #41- 04,3.4374949,-76.503377
1042,1042,20002865,Heladeria Patty,La Fortaleza,COMUNA 11,Cali,Valle del Cauca,CR 29 A # 30 A - 12,CR 29 A , 30 A - 12,CR,29 A , 30 A , 12,CR 29A #30A- 12,3.4278165,-76.51398189999998
1043,1043,20002866,Tienda Mixta Niqui,La Fortaleza,COMUNA 11,Cali,Valle del Cauca,CR 29 A # 31 A - 44,CR 29 A , 31 A - 44,CR,29 A , 31 A , 44,CR 29A #31A- 44,3.4276412000000005,-76.51242009999999
1044,1044,20003247,Tienda Mixta,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CL  92 # 26 P - 31,CL  92 , 26 P - 31,CL, 92 , 26 P , 31,CL 92 #26P- 31,3.4198682000000002,-76.4797433
1045,1045,20003251,Tienda Mixta Los Paisas,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CR 26 U # 73 - 06,CR 26 U , 73 - 06,CR,26 U , 73 , 06,CR 26U #73- 06,3.4248355999999998,-76.48496
1046,1046,20003289,Tienda Cafetalito,Not Specified,COMUNA 9,Cali,Valle del Cauca,CR 11 B # 23 - 80,CR 11 B , 23 - 80,CR,11 B , 23 , 80,CR 11B #23- 80,3.4483508,-76.5190896
1047,1047,20003355,Panaderia Mucho Pan,La Independencia,COMUNA 11,Cali,Valle del Cauca,CR 40 B # 26 - 52,CR 40 B , 26 - 52,CR,40 B , 26 , 52,CR 40B #26- 52,3.4174597,-76.5200942
1048,1048,20003356,Rapitienda J Y C,La Independencia,COMUNA 11,Cali,Valle del Cauca,CL 26 # 41 - 20,CL 26 , 41 - 20,CL,26 , 41 , 20,CL 26 #41- 20,3.4167392999999997,-76.52074820000001
1049,1049,20003359,Tienda El Triunfo,La Independencia,COMUNA 11,Cali,Valle del Cauca,CL 26 # 41 - 10,CL 26 , 41 - 10,CL,26 , 41 , 10,CL 26 #41- 10,3.4168211000000004,-76.5207405
1050,1050,20003360,Tienda La Independencia,La Independencia,Comuna 11,Cali,Not Specified,CL 26 # 41 C  10,CL 26 , 41 C  10,CL,26 , 41 C  10,,CL 26 #41C10,,
1051,1051,20003362,Tienda Mixta,El Jardin,COMUNA 11,Cali,Valle del Cauca,CL 26 E # 37 - 18,CL 26 E , 37 - 18,CL,26 E , 37 , 18,CL 26E #37- 18,3.4199783999999998,-76.51785319999998
1052,1052,20003366,Tienda Mixta,Ciudad Modelo,COMUNA 11,Cali,Valle del Cauca,CR 39 A # 30 C - 20,CR 39 A , 30 C - 20,CR,39 A , 30 C , 20,CR 39A #30C- 20,3.4189269999999996,-76.5146298
1053,1053,20003369,Supermecado Don Pascual,Ciudad Modelo,COMUNA 11,Cali,Valle del Cauca,CR 40 A # 32 A - 108,CR 40 A , 32 A - 108,CR,40 A , 32 A , 108,CR 40A #32A- 108,3.4182968999999996,-76.5115393
1054,1054,20003376,Rapitienda Deisy,Not Specified,COMUNA 11,Cali,Valle del Cauca,CL 30 # 41 B - 54,CL 30 , 41 B - 54,CL,30 , 41 B , 54,CL 30 #41B- 54,3.4158195,-76.51590689999998
1055,1055,20003401,Tienda Mixta,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CR 26 U # 77 - 18,CR 26 U , 77 - 18,CR,26 U , 77 , 18,CR 26U #77- 18,3.423293,-76.48346889999998
1056,1056,20003402,Tienda Mixta,Alfonso Bonilla Aragon,COMUNA 19,Cali,Valle del Cauca,CR 26 U # 73 -70,CR 26 U , 73 -70,CR,26 U , 73 ,70,CR 26U #73-70,3.4322245000000002,-76.5417251
1057,1057,20003403,Tienda Mixta,Alfonso Bonilla Aragon,COMUNA 14,Cali,Valle del Cauca,CL 84 # 26 P - 38,CL 84 , 26 P - 38,CL,84 , 26 P , 38,CL 84 #26P- 38,3.4224849,-76.48126590000001
1058,1058,20003440,Tienda Lupe,El Jardin,COMUNA 11,Cali,Valle del Cauca,CR 29 A # 25 - 110,CR 29 A , 25 - 110,CR,29 A , 25 , 110,CR 29A #25- 110,3.4282044999999997,-76.5191163
1059,1059,20003502,Tienda Mixta Luisfresh,Prados De Oriente,COMUNA 11,Cali,Valle del Cauca,CL 30 # 25 A - 13,CL 30 , 25 A - 13,CL,30 , 25 A , 13,CL 30 #25A- 13,3.4315952000000003,-76.5141043
1060,1060,20003516,Tienda Lizbeth,Prados Del Norte,COMUNA 2,Cali,Valle del Cauca,CL 38 NORTE # 2 A N - 22,CL 38 NORTE , 2 A N - 22,CL,38 NORTE , 2 A N , 22,CL 38NORTE #2AN- 22,3.4744778,-76.51972479999998
1061,1061,20003518,Tienda Duvan,Prados Del Norte,COMUNA 2,Cali,Valle del Cauca,CL 37 NORTE # 2 B N - 93,CL 37 NORTE , 2 B N - 93,CL,37 NORTE , 2 B N , 93,CL 37NORTE #2BN- 93,3.4732052,-76.5194051
1062,1062,20003520,Tienda Pili,Not Specified,Not Specified,Cali,Not Specified,CL 54 NORTE # 3 A N - 68,CL 54 NORTE , 3 A N - 68,CL,54 NORTE , 3 A N , 68,CL 54NORTE #3AN- 68,,
1063,1063,20003522,La Roca,Guayaquil,COMUNA 9,Cali,Valle del Cauca,CR 18 # 14  -01,CR 18 , 14  -01,CR,18 , 14  ,01,CR 18 #14-01,3.440657,-76.52652320000001
1064,1064,20003528,Tienda 8 A,Obrero,COMUNA 9,Cali,Valle del Cauca,CR 8 A # 24 - 19,CR 8 A , 24 - 19,CR,8 A , 24 , 19,CR 8A #24- 19,3.4519589,-76.5195525
1065,1065,20003529,Tienda Albert,Obrero,COMUNA 9,Cali,Valle del Cauca,CR 9 # 21 - 52,CR 9 , 21 - 52,CR,9 , 21 , 52,CR 9 #21- 52,3.4501941,-76.5224863
1066,1066,20003534,Tienda Mixta,Not Specified,COMUNA 9,Cali,Valle del Cauca,CR 17 C # 20 - 40,CR 17 C , 20 - 40,CR,17 C , 20 , 40,CR 17C #20- 40,3.4410342000000003,-76.52045820000001
1067,1067,20003540,Tienda Dorali,Not Specified,COMUNA 9,Cali,Valle del Cauca,CL 13 B # 18 A - 47,CL 13 B , 18 A - 47,CL,13 B , 18 A , 47,CL 13B #18A- 47,3.4395019999999996,-76.5270515
1068,1068,20003548,Rapitienda Versalles,Junín,COMUNA 9,Cali,Valle del Cauca,CR 23 C # 10 - 41,CR 23 C , 10 - 41,CR,23 C , 10 , 41,CR 23C #10- 41,3.4342424,-76.5308215
1069,1069,20003551,El Progreso,Alameda,COMUNA 9,Cali,Valle del Cauca,CR 22 # 8 - 40,CR 22 , 8 - 40,CR,22 , 8 , 40,CR 22 #8- 40,3.4379788999999996,-76.53469659999998
1070,1070,20003555,Variedades Mary,La Flora,COMUNA 2,Cali,Valle del Cauca,CL 54 # 3BN 99,CL 54 , 3BN 99,CL,54 , 3BN 99,,CL 54 #3BN99,3.4835232000000005,-76.5235328
1071,1071,20003561,Las Delicias De Chava,Alameda,COMUNA 19,Cali,Valle del Cauca,CL 5 A # 19 - 30,CL 5 A , 19 - 30,CL,5 A , 19 , 30,CL 5A #19- 30,3.4240112999999996,-76.5453344
1072,1072,20003567,La Playita.Com,Alto Aguacatal,COMUNA 1,Cali,Valle del Cauca,AV 9 OESTE # 25 B - 17,AV 9 OESTE , 25 B - 17,AV,9 OESTE , 25 B , 17,AV 9OESTE #25B- 17,3.456242,-76.5696291
1073,1073,20003569,Tienda Piolo,Terrón Colorado,COMUNA 1,Cali,Valle del Cauca,AV 7 B OESTE # 20 - 55,AV 7 B OESTE , 20 - 55,AV,7 B OESTE , 20 , 55,AV 7BOESTE #20- 55,3.4543724,-76.56174279999998
1074,1074,20003570,Tienda Tulcán,Terrón Colorado,COMUNA 1,Cali,Valle del Cauca,AV 7 B OESTE # 19 A - 56,AV 7 B OESTE , 19 A - 56,AV,7 B OESTE , 19 A , 56,AV 7BOESTE #19A- 56,3.4542134,-76.5614928
1075,1075,20003670,Tienda Mixta El Paisa,Terrón Colorado,COMUNA 1,Cali,Valle del Cauca,AV 5 OESTE # 4 - 109,AV 5 OESTE , 4 - 109,AV,5 OESTE , 4 , 109,AV 5OESTE #4- 109,3.4544525,-76.55116269999998
1076,1076,20003675,Tienda Mixta,Agacatal,COMUNA 1,Cali,Valle del Cauca,AV 15 OESTE # 5 - 43,AV 15 OESTE , 5 - 43,AV,15 OESTE , 5 , 43,AV 15OESTE #5- 43,3.4594242,-76.5508065
1077,1077,20003717,Tienda Y Variedades Hector,Belalcazar,COMUNA 9,Cali,Valle del Cauca,CL 23 # 17 C - 47,CL 23 , 17 C - 47,CL,23 , 17 C , 47,CL 23 #17C- 47,3.440661,-76.5194537
1078,1078,20003719,Tienda Rodriguez,Obrero,COMUNA 9,Cali,Valle del Cauca,CL 23 # 11 D - 47,CL 23 , 11 D - 47,CL,23 , 11 D , 47,CL 23 #11D- 47,3.4470394,-76.5194906
1079,1079,20003753,Tienda Adrenalice,San Cayetano,Comuna 3,Cali,Not Specified,CR 14 # 4  56,CR 14 , 4  56,CR,14 , 4  56,,CR 14 #456,,
1080,1080,20003754,Tienda Mixta El Paisa,Los Libertadores,COMUNA 3,Cali,Valle del Cauca,CR 19 # 3 A - 60,CR 19 , 3 A - 60,CR,19 , 3 A , 60,CR 19 #3A- 60,3.4412203000000003,-76.5380859
1081,1081,20003757,Miscelania Loma,Libertadores,COMUNA 3,Cali,Valle del Cauca,CL 16 # 2 A -32,CL 16 , 2 A -32,CL,16 , 2 A ,32,CL 16 #2A-32,3.4516467000000004,-76.53198540000001
1082,1082,20003759,El Señor Es Mi Pastor,El Nacional,COMUNA 3,Cali,Valle del Cauca,CR 14 # 8 - 57,CR 14 , 8 - 57,CR,14 , 8 , 57,CR 14 #8- 57,3.4436474,-76.5337071
1083,1083,20003776,Tienda El Paisa,La Esperanza,COMUNA 11,Cali,Valle del Cauca,CR 39 # 37 - 65,CR 39 , 37 - 65,CR,39 , 37 , 65,CR 39 #37- 65,3.419549,-76.5191059
1084,1084,20003784,Tienda El Venteo,San Pascual,COMUNA 3,Cali,Valle del Cauca,CR 13 # 13 A - 01,CR 13 , 13 A - 01,CR,13 , 13 A , 01,CR 13 #13A- 01,3.4446257000000005,-76.5280971
1085,1085,20003791,Tienda Los Alimentos De Juan,San Bosco,COMUNA 3,Cali,Valle del Cauca,CL 10 # 13 - 36,CL 10 , 13 - 36,CL,10 , 13 , 36,CL 10 #13- 36,3.4476375,-76.52960240000002
1086,1086,20003809,Tienda La Española,Urbanizaacion Boyaca,COMUNA 11,Cali,Valle del Cauca,CL 26 A 33 B - 22,CL 26 A 33 B - 22,,CL,26 A 33 B - 22,,,CL 26A33B-22,3.4239714999999995,-76.5204615
1087,1087,20004043,Don Roberto,San Antonio,COMUNA 3,Cali,Valle del Cauca,CR 9 # 2-16,CR 9 , 2-16,CR,9 , 2,16,CR 9 #2-16,3.4468196000000004,-76.53974759999998
1088,1088,20004046,Rapiexitosa,San Cayetano,COMUNA 3,Cali,Valle del Cauca,CR 14 # 1-18,CR 14 , 1-18,CR,14 , 1,18,CR 14 #1-18,3.4434796000000003,-76.54135720000001
1089,1089,20004439,Tienda Mixta,Rafael Uribe Uribe,COMUNA 8,Cali,Valle del Cauca,CL 33 B # 17 F 2 -13,CL 33 B , 17 F 2 -13,CL,33 B , 17 F 2 ,13,CL 33B #17F2-13,3.4416092000000003,-76.5114985
1090,1090,20004467,Tienda Sharik,Conquistadores,COMUNA 11,Cali,Valle del Cauca,CL 35 E # 29 A - 06,CL 35 E , 29 A - 06,CL,35 E , 29 A , 06,CL 35E #29A- 06,3.4262905,-76.5061333
1091,1091,20004518,Tienda Mixta,La Fortaleza,COMUNA 11,Cali,Valle del Cauca,CR 29 B # 31 A -66,CR 29 B , 31 A -66,CR,29 B , 31 A ,66,CR 29B #31A-66,3.4268221,-76.5123188
1092,1092,20004528,Tienda Mixta Manizales,La Independencia,COMUNA 11,Cali,Valle del Cauca,CR 40 B # 26 B - 02,CR 40 B , 26 B - 02,CR,40 B , 26 B , 02,CR 40B #26B- 02,3.4174138,-76.5192996
1093,1093,20004551,Tienda Surtyexpress,La Independencia,COMUNA 11,Cali,Valle del Cauca,CL 26 C #  41 C - 06,CL 26 C ,  41 C - 06,CL,26 C ,  41 C , 06,CL 26C #41C- 06,3.4155627,-76.51908619999998
1094,1094,20004553,Tienda Mixta Wilson,Las Ceibas,COMUNA 8,Cali,Valle del Cauca,CR 7 N BIS # 63 - 03,CR 7 N BIS , 63 - 03,CR,7 N BIS , 63 , 03,CR 7NBIS #63- 03,3.4547288000000003,-76.51236949999998
1095,1095,20004594,Tienda Maryu,San Benito,COMUNA 4,Cali,Valle del Cauca,CL 35 # 28 J - 22,CL 35 , 28 J - 22,CL,35 , 28 J , 22,CL 35 #28J- 22,3.4627858,-76.5140052
1096,1096,20004616,Tienda Mixta,Lleras Restrepo,COMUNA 13,Cali,Valle del Cauca,CR 26 I # 70 - 80,CR 26 I , 70 - 80,CR,26 I , 70 , 80,CR 26I #70- 80,3.4346547,-76.4945223
1097,1097,20002850,Tienda Mixta,El Paraiso,COMUNA 12,Cali,Valle del Cauca,CR 27 # 34 - 28,CR 27 , 34 - 28,CR,27 , 34 , 28,CR 27 #34- 28,3.4334345999999996,-76.50518129999998
1098,1098,20003531,Tienda Ylv,Obrero,COMUNA 9,Cali,Valle del Cauca,CL 23 # 9 - 19,CL 23 , 9 - 19,CL,23 , 9 , 19,CL 23 #9- 19,3.4505448,-76.52030570000001
1118,1118,20004540,Tienda La Ventanita,Comuneros I,COMUNA 8,Cali,Valle del Cauca,CL 52 # 29 B  - 10,CL 52 , 29 B  - 10,CL,52 , 29 B  , 10,CL 52 #29B- 10,3.4503010000000014,-76.498751
1119,1119,20004544,Panaderia Delicias De La 53,Comuneros I,COMUNA 15,Cali,Valle del Cauca,CR 29 A # 53 - 03,CR 29 A , 53 - 03,CR,29 A , 53 , 03,CR 29A #53- 03,3.4134192000000003,-76.49247740000001
1120,1120,20002792,Tienda Mixta,Brisas Del Limonar,COMUNA 17,Cali,Valle del Cauca,CR 57 # 27 - 10,CR 57 , 27 - 10,CR,57 , 27 , 10,CR 57 #27- 10,3.3683388999999995,-76.5163741
1121,1121,20002794,Variedades Luz,Brisas Del Limonar,COMUNA 17,Cali,Valle del Cauca,CR 56 # 25 - 10,CR 56 , 25 - 10,CR,56 , 25 , 10,CR 56 #25- 10,3.4053222,-76.5357357
1122,1122,20002800,Tienda Mixta,Brisas Del Limonar,COMUNA 16,Cali,Valle del Cauca,CR 59 # 26 - 80,CR 59 , 26 - 80,CR,59 , 26 , 80,CR 59 #26- 80,3.3950782,-76.5162878
1123,1123,20002801,Tienda La Gran Vida,Brisas Del Limonar,COMUNA 16,Cali,Valle del Cauca,CR 59 # 25 - 58,CR 59 , 25 - 58,CR,59 , 25 , 58,CR 59 #25- 58,3.3950782,-76.5162878
1124,1124,20002803,Tienda Mag,Ciudad 2000,COMUNA 16,Cali,Valle del Cauca,CR  67 B # 41-16,CR  67 B , 41-16,CR, 67 B , 41,16,CR 67B #41-16,3.3956696,-76.51896479999998
1125,1125,20002824,Tienda Mixta,Caney,COMUNA 17,Cali,Valle del Cauca,CL 38 # 74 - 31,CL 38 , 74 - 31,CL,38 , 74 , 31,CL 38 #74- 31,3.3894196000000005,-76.52160479999998
